Date,Transaction Bucket,Property Type,Community,Property,Bedrooms,Size (Sqf),Amount (AED),AED/Sqf,Developer Group,Developer Raw,Times Sold
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,City Walk,Laurel,1 B/R,754.88,2095000,2775.28,Meraas,Meraas Development  L.L.C,3
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Dubai Hills Estate,Golf Residences by Fortimo,1 B/R,936.04,2000000,2136.67,Fortimo L L C,Fortimo Real Estate Development L.L.C,2
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Dubai Marina,Aeternitas Tower - London Gate,2 B/R,1613.09,3745000,2321.63,London Gate L L C,London Gate Real Estate Development L.L.C,2
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Dubai Marina,Rove Home Dubai Marina,0 B/R,434.97,1550000,3563.44,Irth L L C,IRTH Development L.L.C,2
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Business Bay,Peninsula Four Tower A,3 B/R,1948.5,5000000,2566.08,Private Investor,Private Investor,2
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Business Bay,Binghatti Skyrise Tower 2,0 B/R,434,1050000,2419.33,Binghatti,Binghatti Holding Limited,2
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Meydan City,Mercedes Benz Places Binghatti City Tower 3 - Maybach Ultimate Luxury Tower B,0 B/R,341.11,1372000,4022.15,Unknown,Unknown,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Bluewaters Island,Bluewaters Bay - Building 2,1 B/R,800.73,2773000,3463.07,Meraas,Meraas Development  L.L.C,3
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Meydan City,Mercedes Benz Places Binghatti City Tower 3 - Maybach Ultimate Luxury Tower B,0 B/R,386.86,1377000,3559.44,Unknown,Unknown,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Meydan City,Mercedes Benz Places Binghatti City Tower 3 - Maybach Ultimate Luxury Tower B,1 B/R,617.32,2353000,3811.67,Unknown,Unknown,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Meydan City,Mercedes Benz Places Binghatti City Tower 3 - Maybach Ultimate Luxury Tower B,0 B/R,401.82,1369000,3407,Unknown,Unknown,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Meydan City,Mercedes Benz Places Binghatti City Tower 3 - Maybach Ultimate Luxury Tower B,0 B/R,341.11,1366000,4004.56,Unknown,Unknown,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Meydan City,Mercedes Benz Places Binghatti City Tower 4 - Maybach 6 Tower A,0 B/R,386.86,1356000,3505.16,Unknown,Unknown,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Meydan City,Mercedes Benz Places Binghatti City Tower 4 - Maybach 6 Tower A,0 B/R,361.13,1369000,3790.86,Unknown,Unknown,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Meydan City,Mercedes Benz Places Binghatti City Tower 4 - Maybach 6 Tower A,0 B/R,361.13,1337000,3702.25,Unknown,Unknown,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Meydan City,Mercedes Benz Places Binghatti City Tower 5 - Maybach 6 Tower B,0 B/R,361.13,1364000,3777.01,Unknown,Unknown,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Meydan City,Mercedes Benz Places Binghatti City Tower 5 - Maybach 6 Tower B,0 B/R,401.82,1392000,3464.24,Unknown,Unknown,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Meydan City,Mercedes Benz Places Binghatti City Tower 5 - Maybach 6 Tower B,0 B/R,361.13,1434000,3970.85,Unknown,Unknown,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Meydan City,Mercedes Benz Places Binghatti City Tower 5 - Maybach 6 Tower B,0 B/R,401.82,1436000,3573.74,Unknown,Unknown,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Meydan City,Mercedes Benz Places Binghatti City Tower 5 - Maybach 6 Tower B,0 B/R,341.11,1430000,4192.18,Unknown,Unknown,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Meydan City,Mercedes Benz Places Binghatti City Tower 5 - Maybach 6 Tower B,0 B/R,386.86,1413000,3652.5,Unknown,Unknown,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Meydan City,Mercedes Benz Places Binghatti City Tower 5 - Maybach 6 Tower B,0 B/R,375.34,1418000,3777.9,Unknown,Unknown,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Meydan City,Mercedes Benz Places Binghatti City Tower 5 - Maybach 6 Tower B,3 B/R,1325.48,5181000,3908.78,Unknown,Unknown,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Meydan City,Mercedes Benz Places Binghatti City Tower 5 - Maybach 6 Tower B,0 B/R,361.13,1333000,3691.17,Unknown,Unknown,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Meydan City,Mercedes Benz Places Binghatti City Tower 5 - Maybach 6 Tower B,0 B/R,375.34,1336000,3559.43,Unknown,Unknown,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Meydan City,Mercedes Benz Places Binghatti City Tower 5 - Maybach 6 Tower B,0 B/R,341.11,1343000,3937.13,Unknown,Unknown,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Sobha Hartland 2,310 Riverside Crescent,2 B/R,1460.03,3504048,2399.99,Sobha,Sobha Real Estate L.L.C,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Emaar South,Golf Hills,1 B/R,680.18,1391888,2046.36,Emaar,Emaar Properties PJSC,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Dubai South Residential District,Grove Ridge Building 1,2 B/R,1282.96,2626888,2047.52,Emaar,Emaar Properties PJSC,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Jumeirah Garden City,DoubleTree by Hilton Residences - West 5,1 B/R,720.87,1683930.67,2335.99,West F5,West F5 Development LLC,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Jumeirah Garden City,Evergrin House,0 B/R,396.55,1005471,2535.57,TSZ Object ONE L L C,TSZ Group - Object One Real Estate Development L.L.C,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Jumeirah Garden City,Evergrin House,1 B/R,875.87,1974264,2254.07,TSZ Object ONE L L C,TSZ Group - Object One Real Estate Development L.L.C,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Jumeirah Garden City,Evergrin House 2,1 B/R,897.5,2105647,2346.12,TSZ Object ONE L L C,TSZ Group - Object One Real Estate Development L.L.C,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Jumeirah Garden City,Evergrin House 2,1 B/R,904.07,2036022,2252.07,TSZ Object ONE L L C,TSZ Group - Object One Real Estate Development L.L.C,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Jumeirah Garden City,Evergrin House 2,0 B/R,404.94,1035837,2557.99,TSZ Object ONE L L C,TSZ Group - Object One Real Estate Development L.L.C,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Jumeirah Garden City,Evergrin House 2,0 B/R,399.34,1022605,2560.71,TSZ Object ONE L L C,TSZ Group - Object One Real Estate Development L.L.C,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Jumeirah Garden City,Whitestone Residence,1 B/R,830.77,1719670.31,2069.98,Axiom Prime,Axiom Prime Real Estate,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Jumeirah Heights,Serenia District - West Residence,1 B/R,830.12,2075000,2499.64,Palma,Palma Real Estate,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Jumeirah Heights,Serenia District - West Residence,1 B/R,840.13,2000000,2380.58,Palma,Palma Real Estate,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Jumeirah Heights,Serenia District - West Residence,1 B/R,840.13,2383000,2836.47,Palma,Palma Real Estate,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Jumeirah Islands,Eltiera Heights,1 B/R,821.62,2160828,2629.97,Ellington,Ellington Properties Development L.L.C,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Jumeirah Lake Towers,MBL Signature,0 B/R,619.04,1561316.64,2522.17,MAG,MAG Property Development,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Jumeirah Lake Towers,MBL Signature,0 B/R,538.2,1476597.78,2743.59,MAG,MAG Property Development,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Jumeirah Garden City,Amber by Enso,1 B/R,727.75,1547000,2125.72,Enso,ENSO Development,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Jebel Ali First,The Eden at Sobha Central,2 B/R,1202.02,3545930,2949.99,Sobha,Sobha Real Estate L.L.C,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Jebel Ali First,The Eden at Sobha Central,1 B/R,631.42,1764791,2794.97,Sobha,Sobha Real Estate L.L.C,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Horizon,Future Residence,1 B/R,765.64,1635981,2136.74,True Future,True Future Real Estate Development LLC,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Horizon,Imtiaz Symphony Tower,1 B/R,900.62,2000000,2220.68,Unknown,Unknown,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Horizon,Wynwood Horizon,1 B/R,1083.83,2530152,2334.46,Imtiaz,Imtiaz Real Estate Investment And Development L.L.C,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Horizon,Wynwood Horizon,1 B/R,905.47,2192597,2421.51,Imtiaz,Imtiaz Real Estate Investment And Development L.L.C,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Horizon,Wynwood Horizon,1 B/R,737.33,1865706,2530.34,Imtiaz,Imtiaz Real Estate Investment And Development L.L.C,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Horizon,Wynwood Horizon,2 B/R,1275.75,2837507.9,2224.19,Imtiaz,Imtiaz Real Estate Investment And Development L.L.C,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Horizon,Wynwood Horizon,1 B/R,904.93,2067168,2284.34,Imtiaz,Imtiaz Real Estate Investment And Development L.L.C,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Horizon,Wynwood Horizon,1 B/R,906.11,2131007,2351.81,Imtiaz,Imtiaz Real Estate Investment And Development L.L.C,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Horizon,Wynwood Horizon,2 B/R,1356.8,3061649.8,2256.52,Imtiaz,Imtiaz Real Estate Investment And Development L.L.C,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Horizon,Wynwood Horizon,1 B/R,970.48,2235618,2303.62,Imtiaz,Imtiaz Real Estate Investment And Development L.L.C,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Horizon,Wynwood Horizon,1 B/R,1116.33,2593334,2323.08,Imtiaz,Imtiaz Real Estate Investment And Development L.L.C,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Jebel Ali First,Horizon at Sobha Central,1 B/R,690.08,2001232,2900,Sobha,Sobha Real Estate L.L.C,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Ras Al Khor Industrial First,Sobha One Tower E,1 B/R,724.96,1739880,2399.98,Sobha,Sobha Real Estate L.L.C,2
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Sobha Hartland 2,330 Riverside Crescent,1 B/R,501.6,1198824,2389.99,Sobha,Sobha Real Estate L.L.C,2
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Umm Suqeim Third,Lamaa 2,3 B/R,1817.93,5800000,3190.44,Dubai Properties,Dubai Holding,3
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Al Wasl,City Walk Crestlane 5 Building A,1 B/R,793.52,2899000,3653.33,Meraas,Meraas Development  L.L.C,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Al Wasl,City Walk Crestlane 4 Building A,1 B/R,788.36,2971000,3768.61,Meraas,Meraas Development  L.L.C,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Al Wasl,City Walk Crestlane 4 Building A,2 B/R,1188.88,3578000,3009.55,Meraas,Meraas Development  L.L.C,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Al Wasl,City Walk Crestlane 4 Building A,2 B/R,1388.02,4737000,3412.78,Meraas,Meraas Development  L.L.C,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Al Wasl,City Walk Crestlane 4 Building A,3 B/R,2154.63,7702000,3574.63,Meraas,Meraas Development  L.L.C,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Al Wasl,City Walk Crestlane 4 Building A,2 B/R,1388.02,4749000,3421.43,Meraas,Meraas Development  L.L.C,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Al Wasl,City Walk Crestlane 4 Building A,2 B/R,1188.88,3595000,3023.84,Meraas,Meraas Development  L.L.C,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Al Wasl,City Walk Crestlane 4 Building A,1 B/R,788.25,2769000,3512.86,Meraas,Meraas Development  L.L.C,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Al Wasl,City Walk Crestlane 4 Building A,2 B/R,1256.37,4027000,3205.26,Meraas,Meraas Development  L.L.C,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Al Wasl,City Walk Crestlane 4 Building A,3 B/R,2154.63,7720000,3582.98,Meraas,Meraas Development  L.L.C,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Al Wasl,City Walk Crestlane 4 Building A,2 B/R,1319.56,4393000,3329.14,Meraas,Meraas Development  L.L.C,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Al Wasl,City Walk Crestlane 4 Building A,2 B/R,1321.93,4401000,3329.23,Meraas,Meraas Development  L.L.C,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Al Wasl,City Walk Crestlane 4 Building B,2 B/R,1518.15,4952000,3261.85,Meraas,Meraas Development  L.L.C,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Al Wasl,City Walk Crestlane 4 Building B,1 B/R,839.05,2736000,3260.82,Meraas,Meraas Development  L.L.C,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Al Wasl,City Walk Crestlane 4 Building B,2 B/R,1388.02,4702000,3387.56,Meraas,Meraas Development  L.L.C,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Al Wasl,City Walk Crestlane 4 Building B,2 B/R,1256.37,3796000,3021.39,Meraas,Meraas Development  L.L.C,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Al Wasl,City Walk Crestlane 4 Building B,2 B/R,1388.02,4714000,3396.21,Meraas,Meraas Development  L.L.C,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Al Wasl,City Walk Crestlane 4 Building B,2 B/R,1256.37,3805000,3028.56,Meraas,Meraas Development  L.L.C,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Al Wasl,City Walk Crestlane 4 Building B,1 B/R,839.05,2750000,3277.5,Meraas,Meraas Development  L.L.C,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Al Wasl,City Walk Crestlane 4 Building B,2 B/R,1588.98,5119000,3221.56,Meraas,Meraas Development  L.L.C,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Al Wasl,City Walk Crestlane 4 Building B,2 B/R,1256.37,4008000,3190.13,Meraas,Meraas Development  L.L.C,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Al Wasl,City Walk Crestlane 4 Building B,2 B/R,1187.48,4000000,3368.47,Meraas,Meraas Development  L.L.C,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Al Wasl,City Walk Crestlane 4 Building B,2 B/R,1685.53,5611000,3328.91,Meraas,Meraas Development  L.L.C,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Al Wasl,City Walk Crestlane 4 Building B,3 B/R,2081.43,7646000,3673.43,Meraas,Meraas Development  L.L.C,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Al Wasl,City Walk Crestlane 4 Building B,3 B/R,2085.31,7681000,3683.39,Meraas,Meraas Development  L.L.C,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Al Wasl,City Walk Crestlane 4 Building B,1 B/R,804.5,2791000,3469.23,Meraas,Meraas Development  L.L.C,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Al Wasl,City Walk Crestlane 4 Building B,2 B/R,1188.88,3827000,3218.99,Meraas,Meraas Development  L.L.C,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Al Wasl,City Walk Crestlane 4 Building B,2 B/R,1319.02,4391000,3328.99,Meraas,Meraas Development  L.L.C,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Al Wasl,City Walk Crestlane 5 Building A,1 B/R,840.45,2863000,3406.5,Meraas,Meraas Development  L.L.C,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Al Wasl,City Walk Crestlane 4 Building A,2 B/R,1586.72,5136000,3236.86,Meraas,Meraas Development  L.L.C,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Al Wasl,City Walk Crestlane 4 Building A,1 B/R,803.75,2690000,3346.82,Meraas,Meraas Development  L.L.C,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Al Wasl,City Walk Crestlane 4 Building A,3 B/R,2162.06,7392000,3418.97,Meraas,Meraas Development  L.L.C,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Al Jadaf,Binghatti Cullinan,1 B/R,689.33,1551999,2251.47,Binghatti,Binghatti Holding Limited,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Al Jadaf,Binghatti Cullinan,1 B/R,686.1,1546999,2254.78,Binghatti,Binghatti Holding Limited,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Al Jadaf,Binghatti Cullinan,1 B/R,698.91,1563999,2237.78,Binghatti,Binghatti Holding Limited,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Al Jadaf,Binghatti Cullinan,1 B/R,686.1,1535999,2238.75,Binghatti,Binghatti Holding Limited,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Al Jadaf,Binghatti Cullinan,1 B/R,668.66,1463999,2189.45,Binghatti,Binghatti Holding Limited,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Al Mina,Baystar by Vida Tower 1,2 B/R,1223.11,4728888,3866.27,Emaar,Emaar Properties PJSC,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Al Mina,Sera 2 at Mina Rashid Building A,2 B/R,1336.78,3235888,2420.66,Emaar,Emaar Properties PJSC,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Al Mina,Sera 2 at Mina Rashid Building B,1 B/R,758.54,2119888,2794.7,Emaar,Emaar Properties PJSC,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Al Satwa,Coral by Vision,1 B/R,692.88,1558078.18,2248.7,Vision Developments Vision Platinum,Vision Developments - Vision Platinum Real Estate Development,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Al Wasl,City Walk Crestlane 4 Building A,2 B/R,1188.88,3844000,3233.28,Meraas,Meraas Development  L.L.C,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Al Wasl,City Walk Crestlane 4 Building A,1 B/R,788.25,2847000,3611.81,Meraas,Meraas Development  L.L.C,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Al Wasl,City Walk Crestlane 4 Building A,1 B/R,804.5,2869000,3566.18,Meraas,Meraas Development  L.L.C,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Al Wasl,City Walk Crestlane 4 Building A,2 B/R,1319.56,4415000,3345.82,Meraas,Meraas Development  L.L.C,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Al Wasl,City Walk Crestlane 4 Building A,2 B/R,1188.88,3854000,3241.7,Meraas,Meraas Development  L.L.C,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Al Wasl,City Walk Crestlane 4 Building A,1 B/R,788.25,2855000,3621.96,Meraas,Meraas Development  L.L.C,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Al Wasl,City Walk Crestlane 4 Building A,1 B/R,804.5,2875000,3573.64,Meraas,Meraas Development  L.L.C,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Al Wasl,City Walk Crestlane 4 Building A,2 B/R,1321.93,4422000,3345.12,Meraas,Meraas Development  L.L.C,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Al Satwa,161 Jumeirah Lane,2 B/R,997.28,2050000.77,2055.58,National,National Properties,0
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Al Wasl,City Walk Crestlane 4 Building A,3 B/R,2155.71,7801000,3618.77,Meraas,Meraas Development  L.L.C,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Al Wasl,City Walk Crestlane 4 Building A,2 B/R,1388.02,4807000,3463.21,Meraas,Meraas Development  L.L.C,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Al Wasl,City Walk Crestlane 4 Building A,1 B/R,818.93,2962000,3616.94,Meraas,Meraas Development  L.L.C,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Al Wasl,City Walk Crestlane 4 Building A,2 B/R,1518.15,4976000,3277.66,Meraas,Meraas Development  L.L.C,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Al Wasl,City Walk Crestlane 4 Building A,2 B/R,1586.72,5098000,3212.91,Meraas,Meraas Development  L.L.C,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Al Wasl,City Walk Crestlane 4 Building A,2 B/R,1188.88,3447000,2899.36,Meraas,Meraas Development  L.L.C,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Al Wasl,City Walk Crestlane 4 Building A,2 B/R,1388.02,4714000,3396.21,Meraas,Meraas Development  L.L.C,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Al Satwa,161 Jumeirah Lane,2 B/R,997.28,2050000.77,2055.58,National,National Properties,0
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Dubai Creek Harbour,Creek Waters 2,2 B/R,1136.14,3000519,2640.98,Emaar,Emaar Properties PJSC,0
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Al Wasl,City Walk Crestlane 5 Building A,2 B/R,1506.96,5177000,3435.39,Meraas,Meraas Development  L.L.C,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Al Wasl,City Walk Crestlane 4 Building A,2 B/R,1256.37,3805000,3028.56,Meraas,Meraas Development  L.L.C,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Al Wasl,City Walk Crestlane 5 Building A,2 B/R,1384.79,4702000,3395.46,Meraas,Meraas Development  L.L.C,1
2026-02-09T00:00:00.000,Off-Plan Property,Apartment,Al Wasl,City Walk Crestlane 5 Building A,3 B/R,2101.03,7097000,3377.87,Meraas,Meraas Development  L.L.C,1
